Array Size;Gops/s;Gops/s (huge pages)
1228800;65.2317783138784;65.49468713726586
1232896;65.75809032400805;65.17690548541712
1236992;65.69008893709616;65.78288184863325
1241088;66.42384345208228;66.39790173967822
1245184;66.32323939817225;66.58364102550392
1249280;66.07399395603416;65.97946855916818
1253376;65.32164427083987;65.45295321498264
1257472;65.75561012742017;66.05621344859115
1261568;65.62593223263049;65.90074540461657
1265664;66.14383723399399;65.48503053622595
1269760;65.81183268700711;65.19270567295591
1273856;66.23132792252808;65.00362306040658
1277952;66.27306453628921;65.6222883475971
1282048;66.150128100051;65.93027460029668
1286144;65.3737687928047;66.36681213342912
1290240;65.39848926191064;65.84096132587898
1294336;66.1010591941635;64.66955762835592
1298432;65.49038827478917;66.20779387623065
1302528;65.45652481528552;64.7271780956273
1306624;66.22435745248417;65.96590484098648
1310720;66.15436926215574;65.31401827735473
1314816;65.97588248654417;66.2584440944882
1318912;66.25478901540522;65.40781692920805
1323008;65.51166130230256;66.3512674035196
1327104;66.22275449101798;65.42116028752163
1331200;66.27462147990752;63.38882606865472
1335296;65.62487813042105;59.97079749730984
1339392;65.84074267209168;64.65604928510761
1343488;66.3857108420702;63.68191999959005
1347584;65.51808788330932;64.83997037632342
1351680;64.283609062919;64.31155497881433
1355776;66.20544685758475;65.16831938726867
1359872;66.32413963587773;64.15079181470514
1363968;65.86022662555983;63.14534513166582
1368064;65.57903439218585;59.40440860688356
1372160;66.17062346538142;64.72910819161734
1376256;66.10435757171449;64.16735114133074
1380352;65.81449099155478;65.77272107591979
1384448;65.9224764778124;62.74952503616524
1388544;65.40737193326791;62.43410348275236
1392640;65.58124943208537;63.130049481245024
1396736;65.30315168811978;62.130632625890826
1400832;65.3136291758822;64.84699070904647
1404928;64.89380369195739;65.54945818958436
1409024;65.97066118024138;63.5104185447521
1413120;65.9474025623367;61.2481904495363
1417216;65.0970171093954;64.71479015420503
1421312;65.79604199388278;62.13548770678139
1425408;66.0347849106552;61.94382759774546
1429504;65.99551580608103;61.46810364275183
1433600;65.02976415481965;61.69705830254253
1437696;65.88330805176037;65.56577924653007
1441792;66.11856642020437;63.64236706634672
1445888;65.78901097161939;62.23722520274485
1449984;65.30269856776225;65.8002506576761
1454080;65.24591245682825;63.47961800818555
1458176;65.28431236350539;64.40267467727531
1462272;64.55037564503638;63.240099902501576
1466368;64.57574613454221;60.999019983287106
1470464;65.25977674049477;62.92896921821143
1474560;65.17929737753589;64.45810652902803
1478656;64.86997972771228;63.42335993526422
1482752;65.87461300206952;62.91601266624446
1486848;65.71162005277044;63.9419137101257
1490944;65.52525286979338;62.02141901435778
1495040;65.58683592363496;65.65958939067376
1499136;64.3479235834485;61.49823696682464
1503232;65.4387415285679;64.45561929511126
1507328;65.26727767754635;62.632343117966485
1511424;63.85955172705181;64.33665527249275
1515520;65.43804699825625;64.1785842491809
1519616;65.12999288532181;63.398613607188715
1523712;65.73172722747636;65.00017063636865
1527808;65.26056247322089;62.982413191691776
1531904;64.6093671934107;63.901017166693414
1536000;64.85921833728092;60.37797921241329
1540096;64.98865209040613;64.14105988837184
1544192;64.70996104108693;62.4836251878556
1548288;64.97200688468159;62.61971061971063
1552384;64.98057893022569;63.96089956242481
1556480;65.60972461160304;62.2592
1560576;64.73249306346356;64.78325597324526
1564672;64.48562335432169;64.93342985857822
1568768;65.26997528082319;61.89112109589042
1572864;64.18813408906883;61.81881657004075
1576960;65.38772850678734;65.39848926191064
1581056;65.17864583878635;65.34609379305279
1585152;65.35994821708248;62.69454665306442
1589248;65.55780172987359;65.50876822072634
1593344;65.49615591675882;63.85904733092474
1597440;64.68530002449181;63.5575874098051
1601536;64.99974273791017;59.22031312529486
1605632;64.72289466823312;64.13049099685561
1609728;65.51629617424425;63.533467653377905
1613824;65.45612576946964;65.08288404669364
1617920;64.7840479658557;60.73889991537811
1622016;65.26762350935844;62.388535080042075
1626112;63.70083106050925;64.69976812066858
1630208;63.69598925959899;65.04304668465376
1634304;64.74765296559285;61.949693335404696
1638400;65.03842406975618;62.111401338526356
1642496;65.12100112797381;65.17660223723945
1646592;65.39860869404045;65.19542687453601
1650688;65.42595019659241;62.01545106515672
1654784;65.18995536564323;64.6487545188411
1658880;64.953291459336;63.400039619928954
1662976;64.80532790878021;62.82627886505567
1667072;65.28676133821693;63.76135626973961
1671168;64.77357051495557;60.50252751177234
1675264;64.9145889500041;63.517118483412325
1679360;65.48367802691592;64.00487842061135
1683456;65.01140469383267;64.5222275274056
1687552;65.08438271346694;65.20872239050348
1691648;64.64546474972424;63.35623556655287
1695744;64.83577791870309;62.89570071942447
1699840;64.95847142151212;64.52977517830811
1703936;65.59581050360906;62.47047281921618
1708032;65.17846435035598;61.42350509941203
1712128;65.16152282411983;64.81769037663459
1716224;65.08074011114743;64.46955440414509
1720320;65.27874386653582;63.66136615511828
1724416;65.19098789587133;64.07021070642875
1728512;64.34823022287534;65.06176910890802
1732608;64.44986566235929;65.41932996605118
1736704;64.67258565879168;64.4970026054952
1740800;64.96304870447868;64.1545104114269
1744896;64.88752028977187;61.49732608417409
1748992;65.30257528862688;64.70739231774292
1753088;65.49484960424931;64.94150677061535
1757184;64.77743744087716;64.79338964870821
1761280;64.0344038662799;64.84481033396843
1765376;64.37314406641705;65.27097862507222
1769472;64.75085308174556;65.00043425269834
1773568;64.95205297147061;64.0118794728484
1777664;64.95516653910425;62.98588041758938
1781760;65.30724234913109;64.13534308211473
1785856;65.42324720764813;64.97243591863734
1789952;65.15196797971201;64.94249021713604
1794048;64.48315523118427;65.25428783996033
1798144;64.55300833789153;64.91673547941592
1802240;65.03792772440872;64.43194530481658
1806336;65.01332024539879;63.817876987313326
1810432;65.00301273049999;65.04547524125753
1814528;64.85017710506804;65.02273537251284
1818624;65.06200473427819;63.79234263465282
1822720;64.36457017974654;64.50520521012534
1826816;64.9356285385346;64.75625765159597
1830912;64.60986636170561;65.0473124604019
1835008;65.1072053236686;64.66288005345807
1839104;65.16689830034687;64.08921103986619
1843200;65.13040109723283;63.91747281031179
1847296;65.12419389587075;64.84196677493813
1851392;65.02449951219512;65.09507739448235
1855488;63.53967544265456;63.541399759379615
1859584;64.697104783786;61.34311092466579
1863680;64.52372009226349;64.84139712065583
1867776;65.03368421467552;65.10138736169787
1871872;64.91866028708134;64.18711912656693
1875968;64.83797013025463;64.41438198636642
1880064;65.20630969325154;64.4089766147267
1884160;64.92001081778278;63.36324873096448
1888256;64.21627150612704;64.74377729408809
1892352;63.79920836372479;64.14581096593898
1896448;63.54590157068063;64.2218161404898
1900544;65.04180306398729;64.92075956568094
1904640;65.03038739330269;64.6237204616517
1908736;64.67833411421866;62.86228779745091
1912832;65.11593731363021;64.97943099787686
1916928;65.03890775630046;64.97175808511096
1921024;64.74134957571783;64.05466367425457
1925120;64.60878177181871;64.94890739825637
1929216;64.87607412447976;64.8048845710522
1933312;65.01917427375221;63.97852996998947
1937408;65.13188692204962;64.24259415542618
1941504;65.09263551775415;64.09540966564025
1945600;64.82155805977462;64.88687942589928
1949696;65.32254199163322;64.05829988726043
1953792;58.94168379135213;64.70350129870131
1957888;61.293554717592656;64.44856464039687
1961984;64.33616148049143;63.790541625781216
1966080;64.17929254186012;64.83543155028863
1970176;64.99369584479969;64.1437734006186
1974272;62.4835663009951;64.23354624438441
1978368;62.542258752864946;64.72658269262229
1982464;64.24402608824714;64.21976028506641
1986560;63.41601693681638;64.17229765743463
1990656;63.80990785552042;64.62472227019684
1994752;64.58471881271083;64.05240427069118
1998848;64.3440527925318;65.00847223351492
2002944;64.82982809016596;63.544354807381026
2007040;64.63862952510027;64.9284792819011
2011136;64.52663911750128;64.74926640551186
2015232;64.19221318189265;64.872230182365
2019328;63.12747150247828;64.81604472210158
2023424;64.79188106518544;63.71453193027553
2027520;64.41963729924888;64.88064
2031616;64.57942523516056;64.35673381888425
2035712;64.62054449753016;65.03660179299104
2039808;64.15141055247548;64.58150014279566
2043904;64.5319823639027;64.73778356114126
2048000;63.756141062018656;64.70382256998656
2052096;64.7551042813707;64.90624104249983
2056192;64.48863772240877;64.49217740749816
2060288;64.56790924671509;64.41545285784073
2064384;64.31136194891978;63.76820368668577
2068480;64.6119426004463;62.959441978440076
2072576;64.768;64.76272959557329
2076672;64.61905518211988;63.82260843508878
2080768;63.76981871512678;64.45747918683446
2084864;64.35860052372973;63.839678627574
2088960;63.059541066913134;64.119999294675
2093056;64.63797434419881;64.6928940402795
