Array Size;Gops/s
4096;30.090568027124913
8192;34.97666141315867
12288;36.30084181867684
16384;38.45398534240976
20480;39.81616207874957
24576;59.22839653512994
28672;90.17295512965052
32768;96.12608721570861
36864;94.39785928015087
40960;96.27670678863747
45056;49.58774809555954
49152;60.022614934333966
53248;66.65356520834959
57344;54.678793123915796
61440;76.05834928615559
65536;61.08325128180681
69632;83.05525634678831
73728;93.6133892905901
77824;97.44515967971415
81920;90.92219125042759
86016;88.15275604718153
90112;86.74219478978513
94208;96.16418434564761
98304;74.95564747400456
102400;93.97498824635639
106496;94.46566211624406
110592;63.23040113842991
114688;62.633904224469006
118784;96.55023693613501
122880;87.53363731630469
126976;68.98868622713152
131072;86.361317769131
135168;72.59823957404409
139264;85.67639690030879
143360;78.02078380022316
147456;78.24821960651721
151552;82.19980905349794
155648;76.00861358807973
159744;69.43626220866206
163840;73.60883815135334
167936;67.99916703982012
172032;62.81428449329064
176128;55.877422213866545
180224;62.35384605776737
184320;63.97954733361555
188416;57.501225047749514
192512;58.41343546582261
196608;60.56046504718323
200704;57.645788767933105
204800;57.65073973917619
208896;63.234310524329295
212992;64.12147829575544
217088;60.60263710628351
221184;62.86101749479381
225280;65.65907742187613
229376;67.48447286886194
233472;62.42289967897121
237568;65.33037559287942
241664;66.82774154670238
245760;66.23203451709261
249856;63.69981624758837
253952;64.04821819348628
258048;65.04949879788354
262144;64.7692241845553
266240;66.01358356431035
270336;68.33049678910866
274432;67.61920840240684
278528;66.9026424092874
282624;67.56183998277201
286720;67.44642839036756
290816;68.27704013393951
294912;68.39612836489916
299008;67.39531688434737
303104;67.30907122444049
307200;67.69387236206458
311296;67.28267999490967
315392;67.21859921001764
319488;67.76198136540742
323584;66.92412663097825
327680;68.3094533939633
331776;67.06447928020131
335872;66.32393510287612
339968;67.65037787876203
344064;66.56710144724492
348160;66.85788689779211
352256;67.75571946289384
356352;67.16268237273876
360448;67.40911957201287
364544;65.23463556531428
368640;67.57708851794555
372736;65.72105808186805
376832;66.9979738342838
380928;67.7128603578085
385024;68.24765136360185
389120;67.57549054523871
393216;67.08584140699305
397312;66.41526643943361
401408;68.06110550464338
405504;67.93879146654753
409600;66.61161376322588
413696;67.76982898610423
417792;68.11787362496803
421888;66.56582188479472
425984;67.33255292258872
430080;66.54308423443672
434176;65.95987471250855
438272;67.66044248836225
442368;65.80378755367632
446464;66.45184181545137
450560;66.31985650888461
454656;67.14446189503526
458752;67.06096366485278
462848;67.69945352971051
466944;66.71185245764833
471040;67.31224819536503
475136;66.73776189163954
479232;66.77625590353375
483328;67.23242101510147
487424;65.66971371262693
491520;67.61590521438781
495616;66.98189006555724
499712;67.73648064771709
503808;66.66563124652066
507904;66.42147389491242
512000;64.77333549590463
516096;66.24611212018227
520192;67.98585512186855
524288;67.32812406009702
528384;67.06821759570181
532480;65.61697528830312
536576;67.49534276480101
540672;66.16803990688393
544768;65.11065001224591
548864;67.57346692904171
552960;66.51594687160637
557056;67.84546590207034
561152;66.64557531276063
565248;66.39068162070609
